timestamp,open,high,low,close,volume,open_1h,high_1h,low_1h,close_1h,volume_1h,open_4h,high_4h,low_4h,close_4h,volume_4h
2025-05-06 15:00:00+08:00,94498.12,94638.01,94480.01,94494.99,55.76911,94498.12,94638.01,94348.57,94400.99,463.16874,94454.01,94638.01,94308.63,94400.99,0.0
2025-05-06 15:15:00+08:00,94494.98,94494.98,94420.47,94429.95,48.36078,94498.12,94638.01,94348.57,94400.99,0.0,94454.01,94638.01,94308.63,94400.99,0.0
2025-05-06 15:30:00+08:00,94429.95,94535.85,94348.57,94399.99,146.82676,94498.12,94638.01,94348.57,94400.99,0.0,94454.01,94638.01,94308.63,94400.99,0.0
2025-05-06 15:45:00+08:00,94400.0,94460.0,94387.89,94400.99,212.21209,94498.12,94638.01,94348.57,94400.99,0.0,94454.01,94638.01,94308.63,94400.99,0.0
2025-05-06 16:00:00+08:00,94400.98,94400.99,94167.58,94203.81,178.80253,94400.98,94400.99,94003.0,94375.9,750.85954,94400.98,94400.99,93720.63,93812.54,2666.58253
2025-05-06 16:15:00+08:00,94203.8,94218.92,94003.0,94036.67,294.52522,94400.98,94400.99,94003.0,94375.9,0.0,94400.98,94400.99,93720.63,93812.54,0.0
2025-05-06 16:30:00+08:00,94036.67,94277.52,94036.67,94261.17,107.53096,94400.98,94400.99,94003.0,94375.9,0.0,94400.98,94400.99,93720.63,93812.54,0.0
2025-05-06 16:45:00+08:00,94261.17,94380.96,94261.16,94375.9,170.00083,94400.98,94400.99,94003.0,94375.9,0.0,94400.98,94400.99,93720.63,93812.54,0.0
2025-05-06 17:00:00+08:00,94375.89,94375.9,94201.76,94201.76,116.64866,94375.89,94375.9,94113.02,94211.96,394.38809,94400.98,94400.99,93720.63,93812.54,0.0
2025-05-06 17:15:00+08:00,94201.77,94223.57,94144.4,94188.49,79.18682,94375.89,94375.9,94113.02,94211.96,0.0,94400.98,94400.99,93720.63,93812.54,0.0
2025-05-06 17:30:00+08:00,94188.48,94233.48,94119.74,94124.45,77.70168,94375.89,94375.9,94113.02,94211.96,0.0,94400.98,94400.99,93720.63,93812.54,0.0
2025-05-06 17:45:00+08:00,94124.46,94220.65,94113.02,94211.96,120.85093,94375.89,94375.9,94113.02,94211.96,0.0,94400.98,94400.99,93720.63,93812.54,0.0
2025-05-06 18:00:00+08:00,94211.96,94211.96,94142.85,94153.07,130.43347,94211.96,94329.63,93861.93,93942.83,952.04682,94400.98,94400.99,93720.63,93812.54,0.0
2025-05-06 18:15:00+08:00,94153.07,94329.63,94148.39,94215.41,245.99198,94211.96,94329.63,93861.93,93942.83,0.0,94400.98,94400.99,93720.63,93812.54,0.0
2025-05-06 18:30:00+08:00,94215.4,94237.68,94056.77,94069.11,193.70282,94211.96,94329.63,93861.93,93942.83,0.0,94400.98,94400.99,93720.63,93812.54,0.0
2025-05-06 18:45:00+08:00,94069.11,94084.1,93861.93,93942.83,381.91855,94211.96,94329.63,93861.93,93942.83,0.0,94400.98,94400.99,93720.63,93812.54,0.0
2025-05-06 19:00:00+08:00,93942.83,94066.55,93924.82,94000.01,118.33667,93942.83,94066.55,93720.63,93812.54,569.28808,94400.98,94400.99,93720.63,93812.54,0.0
2025-05-06 19:15:00+08:00,94000.01,94059.36,93882.51,93890.36,112.28072,93942.83,94066.55,93720.63,93812.54,0.0,94400.98,94400.99,93720.63,93812.54,0.0
2025-05-06 19:30:00+08:00,93890.37,93978.2,93816.58,93884.0,123.12735,93942.83,94066.55,93720.63,93812.54,0.0,94400.98,94400.99,93720.63,93812.54,0.0
2025-05-06 19:45:00+08:00,93884.0,93903.72,93720.63,93812.54,215.54334,93942.83,94066.55,93720.63,93812.54,0.0,94400.98,94400.99,93720.63,93812.54,0.0
2025-05-06 20:00:00+08:00,93812.53,93921.4,93761.97,93809.89,112.61814,93812.53,94040.0,93761.97,93935.99,892.19632,93812.53,94733.38,93377.0,94558.95,3922.63869
2025-05-06 20:15:00+08:00,93809.9,93870.82,93766.49,93823.81,108.59142,93812.53,94040.0,93761.97,93935.99,0.0,93812.53,94733.38,93377.0,94558.95,0.0
2025-05-06 20:30:00+08:00,93823.81,94012.36,93823.81,93997.48,428.54306,93812.53,94040.0,93761.97,93935.99,0.0,93812.53,94733.38,93377.0,94558.95,0.0
2025-05-06 20:45:00+08:00,93997.48,94040.0,93924.34,93935.99,242.4437,93812.53,94040.0,93761.97,93935.99,0.0,93812.53,94733.38,93377.0,94558.95,0.0
2025-05-06 21:00:00+08:00,93936.0,93947.64,93723.46,93735.53,182.96671,93936.0,94019.86,93377.0,93616.92,1216.74306,93812.53,94733.38,93377.0,94558.95,0.0
2025-05-06 21:15:00+08:00,93735.54,93872.19,93735.53,93741.0,116.14917,93936.0,94019.86,93377.0,93616.92,0.0,93812.53,94733.38,93377.0,94558.95,0.0
2025-05-06 21:30:00+08:00,93741.0,94015.25,93713.29,93952.68,198.64505,93936.0,94019.86,93377.0,93616.92,0.0,93812.53,94733.38,93377.0,94558.95,0.0
2025-05-06 21:45:00+08:00,93952.68,94019.86,93377.0,93616.92,718.98213,93936.0,94019.86,93377.0,93616.92,0.0,93812.53,94733.38,93377.0,94558.95,0.0
2025-05-06 22:00:00+08:00,93616.91,94196.23,93612.01,94046.37,321.53705,93616.91,94705.17,93612.01,94147.02,1158.07394,93812.53,94733.38,93377.0,94558.95,0.0
2025-05-06 22:15:00+08:00,94046.38,94705.17,94046.38,94317.72,481.08598,93616.91,94705.17,93612.01,94147.02,0.0,93812.53,94733.38,93377.0,94558.95,0.0
2025-05-06 22:30:00+08:00,94317.71,94476.2,94220.66,94264.33,182.82894,93616.91,94705.17,93612.01,94147.02,0.0,93812.53,94733.38,93377.0,94558.95,0.0
2025-05-06 22:45:00+08:00,94264.33,94355.56,94086.91,94147.02,172.62197,93616.91,94705.17,93612.01,94147.02,0.0,93812.53,94733.38,93377.0,94558.95,0.0
2025-05-06 23:00:00+08:00,94147.01,94330.1,94080.09,94330.1,126.26092,94147.01,94733.38,94080.09,94558.95,655.62537,93812.53,94733.38,93377.0,94558.95,0.0
2025-05-06 23:15:00+08:00,94330.1,94544.89,94210.04,94519.99,116.86124,94147.01,94733.38,94080.09,94558.95,0.0,93812.53,94733.38,93377.0,94558.95,0.0
2025-05-06 23:30:00+08:00,94519.99,94733.38,94466.25,94596.77,273.4416,94147.01,94733.38,94080.09,94558.95,0.0,93812.53,94733.38,93377.0,94558.95,0.0
2025-05-06 23:45:00+08:00,94596.76,94660.0,94504.38,94558.95,139.06161,94147.01,94733.38,94080.09,94558.95,0.0,93812.53,94733.38,93377.0,94558.95,0.0
2025-05-07 00:00:00+08:00,94558.94,94850.0,94388.02,94818.01,246.46353,94558.94,94850.0,94216.0,94241.01,702.36173,94558.94,95157.0,94216.0,94963.5,2336.80706
2025-05-07 00:15:00+08:00,94818.0,94820.74,94444.0,94509.15,170.13297,94558.94,94850.0,94216.0,94241.01,0.0,94558.94,95157.0,94216.0,94963.5,0.0
2025-05-07 00:30:00+08:00,94509.16,94736.51,94472.0,94472.01,139.7115,94558.94,94850.0,94216.0,94241.01,0.0,94558.94,95157.0,94216.0,94963.5,0.0
2025-05-07 00:45:00+08:00,94472.01,94494.44,94216.0,94241.01,146.05373,94558.94,94850.0,94216.0,94241.01,0.0,94558.94,95157.0,94216.0,94963.5,0.0
2025-05-07 01:00:00+08:00,94241.01,94474.17,94232.05,94461.17,168.87759,94241.01,94856.53,94232.05,94535.93,527.86999,94558.94,95157.0,94216.0,94963.5,0.0
2025-05-07 01:15:00+08:00,94461.17,94704.75,94456.0,94693.39,102.80009,94241.01,94856.53,94232.05,94535.93,0.0,94558.94,95157.0,94216.0,94963.5,0.0
2025-05-07 01:30:00+08:00,94693.39,94856.53,94575.34,94590.23,179.03671,94241.01,94856.53,94232.05,94535.93,0.0,94558.94,95157.0,94216.0,94963.5,0.0
2025-05-07 01:45:00+08:00,94590.24,94609.53,94495.26,94535.93,77.1556,94241.01,94856.53,94232.05,94535.93,0.0,94558.94,95157.0,94216.0,94963.5,0.0
2025-05-07 02:00:00+08:00,94535.93,94648.49,94504.84,94597.56,84.93485,94535.93,95088.0,94504.84,95067.36,617.6658,94558.94,95157.0,94216.0,94963.5,0.0
2025-05-07 02:15:00+08:00,94597.55,94918.5,94597.55,94918.5,245.48896,94535.93,95088.0,94504.84,95067.36,0.0,94558.94,95157.0,94216.0,94963.5,0.0
2025-05-07 02:30:00+08:00,94918.49,94950.0,94806.56,94819.99,111.77126,94535.93,95088.0,94504.84,95067.36,0.0,94558.94,95157.0,94216.0,94963.5,0.0
2025-05-07 02:45:00+08:00,94819.99,95088.0,94819.99,95067.36,175.47073,94535.93,95088.0,94504.84,95067.36,0.0,94558.94,95157.0,94216.0,94963.5,0.0
2025-05-07 03:00:00+08:00,95067.36,95100.23,94944.0,95052.2,198.03602,95067.36,95157.0,94923.49,94963.5,488.90954,94558.94,95157.0,94216.0,94963.5,0.0
2025-05-07 03:15:00+08:00,95052.21,95139.44,95006.96,95117.46,72.5001,95067.36,95157.0,94923.49,94963.5,0.0,94558.94,95157.0,94216.0,94963.5,0.0
2025-05-07 03:30:00+08:00,95117.46,95150.23,95040.0,95126.6,105.7823,95067.36,95157.0,94923.49,94963.5,0.0,94558.94,95157.0,94216.0,94963.5,0.0
2025-05-07 03:45:00+08:00,95126.6,95157.0,94923.49,94963.5,112.59112,95067.36,95157.0,94923.49,94963.5,0.0,94558.94,95157.0,94216.0,94963.5,0.0
2025-05-07 04:00:00+08:00,94963.5,95020.0,94895.23,94980.25,98.46884,94963.5,95020.0,94632.5,94682.23,334.30989,94963.5,96920.65,94452.75,96834.02,4299.65657
2025-05-07 04:15:00+08:00,94980.25,94990.5,94768.25,94768.26,90.62442,94963.5,95020.0,94632.5,94682.23,0.0,94963.5,96920.65,94452.75,96834.02,0.0
2025-05-07 04:30:00+08:00,94768.26,94786.45,94632.51,94718.85,67.597,94963.5,95020.0,94632.5,94682.23,0.0,94963.5,96920.65,94452.75,96834.02,0.0
2025-05-07 04:45:00+08:00,94718.85,94760.0,94632.5,94682.23,77.61963,94963.5,95020.0,94632.5,94682.23,0.0,94963.5,96920.65,94452.75,96834.02,0.0
2025-05-07 05:00:00+08:00,94682.23,94800.0,94588.61,94608.99,67.93226,94682.23,94800.0,94452.75,94688.99,258.69487,94963.5,96920.65,94452.75,96834.02,0.0
2025-05-07 05:15:00+08:00,94609.0,94654.74,94452.75,94498.61,87.55363,94682.23,94800.0,94452.75,94688.99,0.0,94963.5,96920.65,94452.75,96834.02,0.0
2025-05-07 05:30:00+08:00,94498.61,94668.07,94498.6,94668.07,49.58534,94682.23,94800.0,94452.75,94688.99,0.0,94963.5,96920.65,94452.75,96834.02,0.0
2025-05-07 05:45:00+08:00,94668.07,94714.28,94623.23,94688.99,53.62364,94682.23,94800.0,94452.75,94688.99,0.0,94963.5,96920.65,94452.75,96834.02,0.0
2025-05-07 06:00:00+08:00,94688.99,95530.16,94684.77,95163.85,896.08436,94688.99,96293.88,94684.77,96259.94,2145.62831,94963.5,96920.65,94452.75,96834.02,0.0
2025-05-07 06:15:00+08:00,95163.85,95657.15,95150.6,95654.84,383.04317,94688.99,96293.88,94684.77,96259.94,0.0,94963.5,96920.65,94452.75,96834.02,0.0
2025-05-07 06:30:00+08:00,95654.84,96180.0,95604.22,96037.81,488.6319,94688.99,96293.88,94684.77,96259.94,0.0,94963.5,96920.65,94452.75,96834.02,0.0
2025-05-07 06:45:00+08:00,96037.81,96293.88,96006.34,96259.94,377.86888,94688.99,96293.88,94684.77,96259.94,0.0,94963.5,96920.65,94452.75,96834.02,0.0
2025-05-07 07:00:00+08:00,96259.94,96426.66,96102.72,96196.83,437.95418,96259.94,96920.65,96102.72,96834.02,1561.0235,94963.5,96920.65,94452.75,96834.02,0.0
2025-05-07 07:15:00+08:00,96196.82,96802.51,96193.95,96628.25,450.78376,96259.94,96920.65,96102.72,96834.02,0.0,94963.5,96920.65,94452.75,96834.02,0.0
2025-05-07 07:30:00+08:00,96628.24,96875.0,96465.95,96870.02,278.22245,96259.94,96920.65,96102.72,96834.02,0.0,94963.5,96920.65,94452.75,96834.02,0.0
2025-05-07 07:45:00+08:00,96870.01,96920.65,96754.15,96834.02,394.06311,96259.94,96920.65,96102.72,96834.02,0.0,94963.5,96920.65,94452.75,96834.02,0.0
2025-05-07 08:00:00+08:00,96834.02,97078.78,96729.67,97010.93,671.4954,96834.02,97499.02,96729.67,97415.65,1840.35542,96834.02,97732.0,96208.1,96506.9,5180.41253
2025-05-07 08:15:00+08:00,97010.93,97499.02,96974.0,97248.27,711.96166,96834.02,97499.02,96729.67,97415.65,0.0,96834.02,97732.0,96208.1,96506.9,0.0
2025-05-07 08:30:00+08:00,97248.27,97305.3,97127.86,97228.75,222.97411,96834.02,97499.02,96729.67,97415.65,0.0,96834.02,97732.0,96208.1,96506.9,0.0
2025-05-07 08:45:00+08:00,97228.75,97450.0,97136.24,97415.65,233.92425,96834.02,97499.02,96729.67,97415.65,0.0,96834.02,97732.0,96208.1,96506.9,0.0
2025-05-07 09:00:00+08:00,97415.65,97732.0,97410.67,97480.16,529.32519,97415.65,97732.0,97192.93,97242.85,1127.65564,96834.02,97732.0,96208.1,96506.9,0.0
2025-05-07 09:15:00+08:00,97480.16,97550.01,97388.76,97533.01,179.15921,97415.65,97732.0,97192.93,97242.85,0.0,96834.02,97732.0,96208.1,96506.9,0.0
2025-05-07 09:30:00+08:00,97533.01,97533.02,97273.0,97290.8,174.78676,97415.65,97732.0,97192.93,97242.85,0.0,96834.02,97732.0,96208.1,96506.9,0.0
2025-05-07 09:45:00+08:00,97290.8,97434.43,97192.93,97242.85,244.38448,97415.65,97732.0,97192.93,97242.85,0.0,96834.02,97732.0,96208.1,96506.9,0.0
2025-05-07 10:00:00+08:00,97242.86,97276.0,96818.22,96967.96,587.14568,97242.86,97276.0,96464.0,96619.05,1178.21775,96834.02,97732.0,96208.1,96506.9,0.0
2025-05-07 10:15:00+08:00,96967.95,97054.35,96850.94,96888.01,160.76101,97242.86,97276.0,96464.0,96619.05,0.0,96834.02,97732.0,96208.1,96506.9,0.0
2025-05-07 10:30:00+08:00,96888.01,96888.8,96720.2,96720.21,230.09619,97242.86,97276.0,96464.0,96619.05,0.0,96834.02,97732.0,96208.1,96506.9,0.0
2025-05-07 10:45:00+08:00,96720.2,96740.75,96464.0,96619.05,200.21487,97242.86,97276.0,96464.0,96619.05,0.0,96834.02,97732.0,96208.1,96506.9,0.0
2025-05-07 11:00:00+08:00,96619.04,96663.51,96380.0,96409.99,241.36667,96619.04,96663.51,96208.1,96506.9,1034.18372,96834.02,97732.0,96208.1,96506.9,0.0
2025-05-07 11:15:00+08:00,96409.99,96500.0,96208.1,96459.99,372.60146,96619.04,96663.51,96208.1,96506.9,0.0,96834.02,97732.0,96208.1,96506.9,0.0
2025-05-07 11:30:00+08:00,96459.99,96611.47,96459.99,96505.49,345.05701,96619.04,96663.51,96208.1,96506.9,0.0,96834.02,97732.0,96208.1,96506.9,0.0
2025-05-07 11:45:00+08:00,96505.48,96587.71,96431.1,96506.9,75.15858,96619.04,96663.51,96208.1,96506.9,0.0,96834.02,97732.0,96208.1,96506.9,0.0
2025-05-07 12:00:00+08:00,96506.9,96711.65,96506.9,96711.64,187.6954,96506.9,96714.28,96420.64,96576.0,447.19739,96506.9,97013.53,96310.89,96994.82,2170.95622
2025-05-07 12:15:00+08:00,96711.64,96714.28,96567.95,96567.95,87.04626,96506.9,96714.28,96420.64,96576.0,0.0,96506.9,97013.53,96310.89,96994.82,0.0
2025-05-07 12:30:00+08:00,96567.95,96567.96,96453.0,96504.55,71.89078,96506.9,96714.28,96420.64,96576.0,0.0,96506.9,97013.53,96310.89,96994.82,0.0
2025-05-07 12:45:00+08:00,96504.54,96619.05,96420.64,96576.0,100.56495,96506.9,96714.28,96420.64,96576.0,0.0,96506.9,97013.53,96310.89,96994.82,0.0
2025-05-07 13:00:00+08:00,96575.99,96576.0,96454.16,96488.87,97.66357,96575.99,96576.0,96310.89,96380.96,489.09676,96506.9,97013.53,96310.89,96994.82,0.0
2025-05-07 13:15:00+08:00,96488.87,96498.74,96390.25,96423.94,151.77537,96575.99,96576.0,96310.89,96380.96,0.0,96506.9,97013.53,96310.89,96994.82,0.0
2025-05-07 13:30:00+08:00,96423.94,96500.0,96334.84,96354.22,166.98993,96575.99,96576.0,96310.89,96380.96,0.0,96506.9,97013.53,96310.89,96994.82,0.0
2025-05-07 13:45:00+08:00,96354.22,96418.9,96310.89,96380.96,72.66789,96575.99,96576.0,96310.89,96380.96,0.0,96506.9,97013.53,96310.89,96994.82,0.0
2025-05-07 14:00:00+08:00,96380.96,96666.67,96361.75,96666.66,415.07399,96380.96,96667.55,96361.75,96557.31,753.61062,96506.9,97013.53,96310.89,96994.82,0.0
2025-05-07 14:15:00+08:00,96666.67,96667.55,96525.99,96605.73,71.58936,96380.96,96667.55,96361.75,96557.31,0.0,96506.9,97013.53,96310.89,96994.82,0.0
2025-05-07 14:30:00+08:00,96605.73,96605.74,96465.75,96531.22,90.98527,96380.96,96667.55,96361.75,96557.31,0.0,96506.9,97013.53,96310.89,96994.82,0.0
2025-05-07 14:45:00+08:00,96531.22,96592.01,96441.28,96557.31,175.962,96380.96,96667.55,96361.75,96557.31,0.0,96506.9,97013.53,96310.89,96994.82,0.0
2025-05-07 15:00:00+08:00,96557.31,96697.68,96557.3,96674.61,113.45854,96557.31,97013.53,96557.3,96994.82,481.05145,96506.9,97013.53,96310.89,96994.82,0.0
2025-05-07 15:15:00+08:00,96674.61,96830.2,96652.98,96788.05,104.66593,96557.31,97013.53,96557.3,96994.82,0.0,96506.9,97013.53,96310.89,96994.82,0.0
2025-05-07 15:30:00+08:00,96788.04,96879.74,96734.49,96869.89,107.47864,96557.31,97013.53,96557.3,96994.82,0.0,96506.9,97013.53,96310.89,96994.82,0.0
2025-05-07 15:45:00+08:00,96869.89,97013.53,96869.89,96994.82,155.44834,96557.31,97013.53,96557.3,96994.82,0.0,96506.9,97013.53,96310.89,96994.82,0.0
2025-05-07 16:00:00+08:00,96994.82,97004.04,96861.57,96861.58,142.48734,96994.82,97083.47,96861.57,97024.45,405.22829,96994.82,97111.0,96833.33,97047.43,1298.75814
2025-05-07 16:15:00+08:00,96861.58,96952.39,96861.58,96908.0,81.76211,96994.82,97083.47,96861.57,97024.45,0.0,96994.82,97111.0,96833.33,97047.43,0.0
2025-05-07 16:30:00+08:00,96908.0,97053.91,96881.03,97020.0,94.39219,96994.82,97083.47,96861.57,97024.45,0.0,96994.82,97111.0,96833.33,97047.43,0.0
2025-05-07 16:45:00+08:00,97020.01,97083.47,96970.0,97024.45,86.58665,96994.82,97083.47,96861.57,97024.45,0.0,96994.82,97111.0,96833.33,97047.43,0.0
2025-05-07 17:00:00+08:00,97024.46,97059.7,96928.57,96945.25,72.90883,97024.46,97059.7,96876.0,96978.4,341.26007,96994.82,97111.0,96833.33,97047.43,0.0
2025-05-07 17:15:00+08:00,96945.26,96969.24,96883.6,96918.97,134.1889,97024.46,97059.7,96876.0,96978.4,0.0,96994.82,97111.0,96833.33,97047.43,0.0
2025-05-07 17:30:00+08:00,96918.98,97016.0,96876.0,97015.11,77.2011,97024.46,97059.7,96876.0,96978.4,0.0,96994.82,97111.0,96833.33,97047.43,0.0
2025-05-07 17:45:00+08:00,97015.12,97040.0,96956.12,96978.4,56.96124,97024.46,97059.7,96876.0,96978.4,0.0,96994.82,97111.0,96833.33,97047.43,0.0
2025-05-07 18:00:00+08:00,96978.4,96978.4,96873.51,96941.04,67.07538,96978.4,97111.0,96833.33,97030.01,296.1224,96994.82,97111.0,96833.33,97047.43,0.0
2025-05-07 18:15:00+08:00,96941.04,96941.04,96840.33,96860.68,55.86486,96978.4,97111.0,96833.33,97030.01,0.0,96994.82,97111.0,96833.33,97047.43,0.0
2025-05-07 18:30:00+08:00,96860.68,97054.35,96833.33,97054.34,80.05664,96978.4,97111.0,96833.33,97030.01,0.0,96994.82,97111.0,96833.33,97047.43,0.0
2025-05-07 18:45:00+08:00,97054.35,97111.0,97011.7,97030.01,93.12552,96978.4,97111.0,96833.33,97030.01,0.0,96994.82,97111.0,96833.33,97047.43,0.0
2025-05-07 19:00:00+08:00,97030.01,97068.66,96943.97,97044.5,71.50444,97030.01,97070.06,96929.17,97047.43,256.14738,96994.82,97111.0,96833.33,97047.43,0.0
2025-05-07 19:15:00+08:00,97044.51,97044.51,96940.02,96940.02,56.29882,97030.01,97070.06,96929.17,97047.43,0.0,96994.82,97111.0,96833.33,97047.43,0.0
2025-05-07 19:30:00+08:00,96940.02,97029.64,96929.17,97029.64,70.14008,97030.01,97070.06,96929.17,97047.43,0.0,96994.82,97111.0,96833.33,97047.43,0.0
2025-05-07 19:45:00+08:00,97029.63,97070.06,96971.0,97047.43,58.20404,97030.01,97070.06,96929.17,97047.43,0.0,96994.82,97111.0,96833.33,97047.43,0.0
2025-05-07 20:00:00+08:00,97047.43,97086.1,96928.57,97014.46,114.04344,97047.43,97200.0,96870.35,96966.08,531.66176,97047.43,97478.27,96713.14,96923.91,2791.58426
2025-05-07 20:15:00+08:00,97014.47,97200.0,96970.3,96978.98,202.74461,97047.43,97200.0,96870.35,96966.08,0.0,97047.43,97478.27,96713.14,96923.91,0.0
2025-05-07 20:30:00+08:00,96978.98,97026.24,96870.35,96928.57,138.38424,97047.43,97200.0,96870.35,96966.08,0.0,97047.43,97478.27,96713.14,96923.91,0.0
2025-05-07 20:45:00+08:00,96928.58,96982.95,96896.82,96966.08,76.48947,97047.43,97200.0,96870.35,96966.08,0.0,97047.43,97478.27,96713.14,96923.91,0.0
2025-05-07 21:00:00+08:00,96966.07,96966.08,96833.33,96846.6,76.98471,96966.07,97316.03,96713.14,97022.01,829.46434,97047.43,97478.27,96713.14,96923.91,0.0
2025-05-07 21:15:00+08:00,96846.6,96849.13,96725.14,96725.14,110.2572,96966.07,97316.03,96713.14,97022.01,0.0,97047.43,97478.27,96713.14,96923.91,0.0
2025-05-07 21:30:00+08:00,96725.14,97316.03,96713.14,97231.84,406.19877,96966.07,97316.03,96713.14,97022.01,0.0,97047.43,97478.27,96713.14,96923.91,0.0
2025-05-07 21:45:00+08:00,97231.83,97264.65,96848.0,97022.01,236.02366,96966.07,97316.03,96713.14,97022.01,0.0,97047.43,97478.27,96713.14,96923.91,0.0
2025-05-07 22:00:00+08:00,97022.02,97297.64,96964.39,97189.78,198.4099,97022.02,97478.27,96806.0,96938.0,854.22653,97047.43,97478.27,96713.14,96923.91,0.0
2025-05-07 22:15:00+08:00,97189.79,97457.03,97126.93,97447.29,208.6435,97022.02,97478.27,96806.0,96938.0,0.0,97047.43,97478.27,96713.14,96923.91,0.0
2025-05-07 22:30:00+08:00,97447.3,97478.27,97310.0,97310.0,175.61772,97022.02,97478.27,96806.0,96938.0,0.0,97047.43,97478.27,96713.14,96923.91,0.0
2025-05-07 22:45:00+08:00,97310.01,97313.93,96806.0,96938.0,271.55541,97022.02,97478.27,96806.0,96938.0,0.0,97047.43,97478.27,96713.14,96923.91,0.0
2025-05-07 23:00:00+08:00,96937.99,97048.8,96764.14,96862.87,177.33951,96937.99,97152.18,96764.14,96923.91,576.23163,97047.43,97478.27,96713.14,96923.91,0.0
2025-05-07 23:15:00+08:00,96862.87,97041.34,96862.87,97027.07,114.58972,96937.99,97152.18,96764.14,96923.91,0.0,97047.43,97478.27,96713.14,96923.91,0.0
